Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
147000	-4956.165184430589	-4913.857719731775	-42.30746469881375	312.9198436378773	11.75126515973126	1.3814358271762905	1.6172845906324493	57.584121416599864	-4913.857719731775
148000	-4954.750742483465	-4921.187771800983	-33.562970682482245	253.0904631985584	11.576133842201893	1.385043808999015	1.6204665124310489	58.129240903655074	-4921.187771800983
149000	-4949.489748903922	-4913.471730009934	-36.0180188939882	133.3142792541181	11.210776585792653	1.3247279178781823	1.5648387126556838	56.46091262780962	-4913.471730009934
150000	-4956.087548168538	-4910.448057559163	-45.639490609374654	168.90592169751744	11.24106123400037	1.316778258930112	1.5626053351606592	55.845601026637944	-4910.448057559163
151000	-4955.902936827757	-4912.054140943744	-43.84879588401362	133.20955073138728	11.377693260894345	1.299561891941186	1.5426871387291354	54.74929081955844	-4912.054140943744
152000	-4959.309209125323	-4908.802967817547	-50.50624130777584	73.27053638068503	11.099606130749724	1.2938984476048274	1.5241160903561097	54.1111700378615	-4908.802967817547
153000	-4960.133437222049	-4908.662029869475	-51.47140735257359	96.30464327183486	11.107234712217606	1.277510043063554	1.5135509885500178	53.16018980377187	-4908.662029869475
154000	-4953.1355175584085	-4906.832840731735	-46.30267682667404	162.62512339561792	11.726966927156768	1.3074491023106556	1.539420578032675	54.13751273219816	-4906.832840731735
155000	-4956.680041825766	-4914.44206031095	-42.23798151481602	212.3420480842675	11.219675941385644	1.2590185325772003	1.4993130030091943	53.78251381633919	-4914.44206031095
156000	-4956.485620661464	-4905.099578511917	-51.38604214954721	82.00678457649846	10.834593141474157	1.2815006631378552	1.5153559776971899	53.65568438690977	-4905.099578511917
157000	-4957.027028275309	-4913.811438617312	-43.21558965799707	118.30149346978209	10.751302257749945	1.2782918143703854	1.5177658308095379	54.55345939529514	-4913.811438617312
158000	-4961.777086069446	-4915.226096485122	-46.55098958432443	83.78408631040625	10.349164019665338	1.299692587741666	1.5389885890087218	54.9057958225443	-4915.226096485122
159000	-4951.377455266269	-4907.37904181743	-43.99841344883865	95.53085436739687	10.514846043120325	1.271508376925922	1.5115299678498295	53.733472975922076	-4907.37904181743
160000	-4960.967235360606	-4909.062817172126	-51.904418188479255	109.76785453228445	10.48207173824965	1.2460961012529264	1.4960021892942983	52.95740844226144	-4909.062817172126
161000	-4966.938880431183	-4910.498829909322	-56.440050521860556	105.92117923046061	10.968005210297186	1.2787987055524983	1.5202991519761127	53.77087077888551	-4910.498829909322
162000	-4961.561654473702	-4918.690665661788	-42.870988811913506	232.1109299889667	11.066156893846763	1.276583743983317	1.519273710908918	54.297357139530774	-4918.690665661788
163000	-4955.41126812167	-4915.90413317743	-39.5071349442406	86.19572314225843	11.265132503632442	1.3058423736898404	1.535703289148876	54.93637251140774	-4915.90413317743
